character_label,lomez,sacamano,devola,steinbrenner,newman,pitt,peterman,kruger,exclam_cnt,question_cnt,quote_len,num_words,avg_len_word,text_proc
jerry,0,0,0,0,0,0,0,0,1,2,1151,210,4.485714285714286,laundri day the onli excit day the life cloth yknow think about the wash machin the nightclub cloth you know it dark there bubbl happen theyr all kinda danc around there shirt grab the underwear cmon babe let you come you open the lid and theyll stiffen the cloth sock are the most amaz articl cloth they hate their live theyr the shoe with stinki feet the bore drawer the dryer their onli chanc escap and they all know they knew escap from the dryer they plan the hamper the night befor tomorrow the dryer goin you wait here the dryer door swing open and the sock wait against the side wall hope you dont see him and then goe down the road they get button sewn their face join puppet show theyr show televis the deterg for get out bloodstain thi violent imag anybodi bloodstain mean come you got tshirt with bloodstain all over mayb laundri isnt your biggest problem right now you got get the harpoon out your chest first
jerry,0,0,0,0,0,0,0,0,0,0,157,29,4.448275862068964,answer quickli you know what happen the met game dont say anyth tape hello yeah sorri you have the wrong number yeah
jerry,0,0,0,0,0,0,0,0,0,1,126,24,4.291666666666667,kessler yeah the phone yeah peopl move have you ever seen the big truck out the street yeah problem
kramer,0,0,0,0,0,0,0,0,0,1,35,7,4.142857142857143,boy the met blew tonight huh
jerry,0,0,0,0,0,0,0,0,2,1,153,29,4.310344827586206,upset ohhhh what are you do kessler it tape tape the game it one oclock the morn avoid human contact all night watch thi
kramer,0,0,0,0,0,0,0,0,0,1,145,30,3.8666666666666663,hey sorri you know thought you knew take two loav bread out hi pocket and hold them out jerri you got ani meat
jerry,0,0,0,0,0,0,0,0,1,2,134,24,4.625,meat dont dont know hunt kessler open the refriger and stick hi head well what happen the game anyway
kramer,0,0,0,0,0,0,0,0,1,1,77,11,6.090909090909091,from the refriger what happen well they stunk that what happen
kramer,0,0,0,0,0,0,0,0,0,0,47,10,3.8,you know almost wound go that game
jerry,0,0,0,0,0,0,0,0,1,0,93,18,4.222222222222221,cynic yeah you almost went the game you havent been out the build ten year
kramer,0,0,0,0,0,0,0,0,0,2,413,82,4.048780487804878,yeah jerri sit down the couch kessler walk over with hi sandwich and look jerri and use express ask jerri move the newspap the other side the couch could site down kessler sit down next him and start turn over the page magazin suddenli spot articl like and tear out jerri give him look say you mind are you done with thi
kramer,0,0,0,0,0,0,0,0,0,0,29,6,4.0,when your done let know
jerry,0,0,0,0,0,0,0,0,0,0,38,6,5.5,yeah yeah you can have tomorrow
kramer,0,0,0,0,0,0,0,0,0,0,53,11,3.9090909090909087,thought wasnt allow here thi weekend
jerry,0,0,0,0,0,0,0,0,0,0,78,16,3.9375,it okay now that that girl not comin misread the whole thing
kramer,0,0,0,0,0,0,0,0,0,1,27,7,3.0,you want talk her
kramer,0,0,0,0,0,0,0,0,0,0,72,15,3.8666666666666663,can veri persuas you know that wa almost lawyer
kramer,0,0,0,0,0,0,0,0,0,0,36,8,3.625,give let talk her
jerry,0,0,0,0,0,0,0,0,0,2,162,32,4.09375,the phone believ alway thi hour how are you great sure what time doe the plane get got friend georg take
jerry,0,0,0,0,0,0,0,0,1,0,350,67,4.2388059701492535,it it just neighbour yeah got jerri take pencil and cereal box write tenfifteen dont silli ahead and ask yeah sure okay great it troubl all ill see you tomorrow great bye hang the phone kessler dont believ that wa her she want stay here
jerry,0,0,0,0,0,0,0,0,0,1,228,45,4.088888888888889,father wa move thi hed had have cigarett hi mouth the whole way hi father have you got your end your end got come down first easi now drop down drop down your end got come down
george,0,0,0,0,0,0,0,0,0,1,134,28,3.821428571428572,you know cant believ your bringin extra bed for woman that want sleep with you whi dont you bring extra guy too
jerry,0,0,0,0,0,0,0,0,0,0,65,11,5.0,look it veri awkward situat dont wan presumptu
george,0,0,0,0,0,0,0,0,1,1,95,18,4.333333333333333,all right all right one more time one more time what wa the exact phrase the request
jerry,0,0,0,0,0,0,0,0,0,0,59,11,4.454545454545454,all right she said she couldnt find decent hotel room
jerry,0,0,0,0,0,0,0,0,0,0,87,15,4.866666666666666,yeah decent hotelroom would terribl inconveni she stay place
george,0,0,0,0,0,0,0,0,2,2,190,34,4.617647058823528,you cant seriou thi new york citi there must eleven million decent hotel room whatta you need flag wave hi handkerchief thi the signal jerri thi the signal
jerry,0,0,0,0,0,0,0,0,0,2,78,13,5.0769230769230775,cynic thi the signal thank you signal where were you yesterday
george,0,0,0,0,0,0,0,0,0,0,39,8,4.0,think wa affect the caffein
george,0,0,0,0,0,0,0,0,0,0,33,7,3.8571428571428568,good dog good dog
kramer,0,0,0,0,0,0,0,0,0,0,33,6,4.666666666666667,hey realli like you georg
kramer,0,0,0,0,0,0,0,0,0,1,82,16,4.1875,he gettin drink water point the mattress thi for that girl
kramer,0,0,0,0,0,0,0,0,0,1,28,6,3.8333333333333335,whi even give her option
jerry,0,0,0,0,0,0,0,0,0,0,62,14,3.5,thi person like it not how score spring break
george,0,0,0,0,0,0,0,0,0,1,64,12,4.416666666666667,right can caus doublepark gon get ticket
jerry,0,0,0,0,0,0,0,0,0,0,66,13,4.153846153846153,yeah okay wait second forgot clean the bathroom
jerry,0,0,0,0,0,0,0,0,0,1,28,6,3.8333333333333335,now how could that good
george,0,0,0,0,0,0,0,0,0,2,254,44,4.795454545454546,becaus filth good whaddaya think rock star have spong and ammonia lyin around the bathroom they have woman comin over ive got tidi yeah right these matter you never what your instinct tell you alway alway the opposit
jerry,0,0,0,0,0,0,0,0,0,0,26,6,3.5,let just wipe the sink
kramer,0,0,0,0,0,0,0,0,0,1,32,7,3.7142857142857135,whi even give her option for
kramer,0,0,0,0,0,0,0,0,0,0,55,8,6.0,georg point the mattress it unbeliev
george,0,0,0,0,0,0,0,0,0,1,80,14,4.785714285714286,feel awkward it not bad it comin along whi did you need someth
kramer,0,0,0,0,0,0,0,0,0,1,51,8,5.5,you handl ani that commerci real estat
george,0,0,0,0,0,0,0,0,0,0,35,7,4.142857142857143,well might get into that
kramer,0,0,0,0,0,0,0,0,1,0,45,9,4.111111111111111,slap georg the arm you keep post
george,0,0,0,0,0,0,0,0,1,0,81,16,4.125,awar you jerri all right let open the bathroom door let
jerry,0,0,0,0,0,0,0,0,0,6,1884,363,4.192837465564739,the date world not fun world it pressur world it world tension it world pain and you know woman come over hous got get that bathroom readi caus she need thing women need equip dont know what they need know dont have know that you know what they need women seem need lot cottonbal thi the one alway ha been one the amaz thing have cottonbal were all human be what the stori ive never had one never bought one never need one ive never been situat when thought myself could use cottonbal right now can certainli get out thi mess women need them and they dont need one two they need thousand them they need bag theyr like peat moss bag have you ever seen these giant bag theyr huge and two day later theyr out theyr gone the the bag empti where are the cottonbal ladi what are you doin with them the onli time ever see the bottom your littl wast basket there two three that look like theyv been through some horribl experi tortur interrog dont know what happen them onc went out with girl who left littl ziplockbaggi cottonbal over hous dont know what with them took them out put them kitchen floor like littl tumblewe thought mayb the cockroach would see figur thi dead town let move the date world world pressur let face date job interview that last all night the onli differ between date and job interview not mani job interview there chanc youll end nake the end you know well bill the boss think your the man for the posit whi dont you strip down and meet some the peopl youll workin with
jerry,0,0,0,0,0,0,0,0,0,1,64,13,4.0,wouldnt great you could ask woman what she think
george,0,0,0,0,0,0,0,0,0,0,76,16,3.8125,what world that would you just could ask woman what she thinkin
jerry,0,0,0,0,0,0,0,0,0,0,105,19,4.578947368421051,you know instead like detect got pick clue the whole thing murder investig
george,0,0,0,0,0,0,0,0,0,0,110,20,4.55,listen listen dont get work caus your gon know the whole stori the minut she step off the plane
george,0,0,0,0,0,0,0,0,0,0,30,6,4.166666666666667,caus it all the greet
george,0,0,0,0,0,0,0,0,0,0,78,16,3.9375,all right she put the bag down befor she greet you that good sign
george,0,0,0,0,0,0,0,0,0,0,51,11,3.727272727272727,you know anyth the the lip area good
george,0,0,0,0,0,0,0,0,0,0,31,6,4.333333333333333,you know hug definit good
jerry,0,0,0,0,0,0,0,0,0,1,103,19,4.473684210526316,although what it one those hug where the shoulder are touch the hip are eight feet apart
george,0,0,0,0,0,0,0,0,0,0,29,6,4.0,that brutal hate that
jerry,0,0,0,0,0,0,0,0,0,1,26,6,3.5,you know how they that
george,0,0,0,0,0,0,0,0,0,0,36,8,3.625,that whi you know shake bad
jerry,0,0,0,0,0,0,0,0,0,2,117,25,3.72,shake bad but what it the twohand the hand the bottom the hand the top the warm look the eye
george,0,0,0,0,0,0,0,0,0,0,126,23,4.521739130434782,see well that open interpret becaus much depend the layer and the qualiti the wet the eye
jerry,0,0,0,0,0,0,0,0,0,0,37,7,4.428571428571429,laura cant believ your here
jerry,0,0,0,0,0,0,0,0,0,1,85,14,5.142857142857143,asid georg now that wa interest greet did you notic that georg
george,0,0,0,0,0,0,0,0,0,0,76,13,4.9230769230769225,ye the surpris blindfold greet that wasnt the manual dont know
jerry,0,0,0,0,0,0,0,0,0,1,25,6,3.333333333333333,what you think
jerry,0,0,0,0,0,0,0,0,0,2,237,44,4.409090909090909,yeah kind motiv work the road make yourself home laura sit down the couch take off her shoe and open some button her shirt can get you anyth uuhhh bread water saladdress
jerry,0,0,0,0,0,0,0,0,0,0,23,6,3.0,yeah think
jerry,0,0,0,0,0,0,0,0,0,0,29,6,4.0,yeah right ahead
jerry,0,0,0,0,0,0,0,0,0,3,134,24,4.625,yeah yeah sure whi dont you stay yeah uhm what your what your schedul for tomorrow are you are you doin anyth
jerry,0,0,0,0,0,0,0,0,0,2,34,7,4.0,realli what would you like
jerry,0,0,0,0,0,0,0,0,0,0,114,19,5.052631578947368,unenthusiast yeah could that whi not whi not pour the wine just realli glad your here
jerry,0,0,0,0,0,0,0,0,0,0,81,13,5.307692307692308,answer yeah hello ye ye she hold laura it for you
jerry,0,0,0,0,0,0,0,0,4,9,1469,288,4.104166666666667,swear have absolut idea what women are think dont get okay admit not get the signal not get women theyr subtl their littl everyth they subtl men are not subtl are obviou women know what men want men know what men want what want want women that it the onli thing know for sure realli want women how get them dont know bout that dont know the next step after that have idea thi whi you see men honk carhorn yell from construct site these are the best idea weve had far the carhorn honk that beauti have you seen men do thi what thi the man the car the woman walk the front the car honk eeeehh eehhh eehhh thi man out idea how doe eeeeeeehhhh dont think she like the amaz thing that still get women dont men mean men are with women you see men with women how are men get women mani peopl wonder let tell you littl bit about our organ wherev women are have man work the situat right now now may not our best man okay have lot area cover but someon from our staff the scene that whi think men get frustrat when see women read articl like where meet men were here are everywher were honk our horn serv you better
jerry,0,0,0,0,0,0,0,0,0,0,182,37,3.9459459459459465,line the supermarket two women front one them her total wa eight dollar the other three dollar they both cours choos pay the use the
jerry,0,0,0,0,0,0,0,0,0,2,867,176,3.9318181818181817,chequ now the fact it woman front you that write the chequ you will not wait long have notic that women are veri fast with chequ yknow caus they write out mani chequ the key they can never find their purs they dont know where that but the chequ book they got that they never fumbl for the chequ book the chequ book come out holster jerri draw imaginari book from holster who make out there there someth about chequ that man not masculin dont know exactli what think man chequ like note from your mother that say dont have ani money but youll contact these peopl sure theyll stick for you just trust thi one time dont have ani money but have these wrote these thi ani valu all
elaine,0,0,0,0,0,0,0,0,0,0,59,12,4.0,coccoon the return guess they didnt like there
jerry,0,0,0,0,0,0,0,0,1,0,150,27,4.592592592592593,mayb they came back for chines food yknow maureen stapleton she get crave she probabl screamin those alien got have mein
elaine,0,0,0,0,0,0,0,0,0,1,51,9,4.777777777777779,okay whatr do here have seen everyth
jerry,0,0,0,0,0,0,0,0,0,1,43,8,4.5,yeah dont believ youv seen thi
elaine,0,0,0,0,0,0,0,0,0,1,38,7,4.571428571428571,what you think their parent think
jerry,0,0,0,0,0,0,0,0,0,1,98,19,4.2105263157894735,what your son do now steven he public fornic ye he fine boy
elaine,0,0,0,0,0,0,0,0,0,1,67,12,4.666666666666667,yknow what thi would realli funni gift for pamela birthday
elaine,0,0,0,0,0,0,0,0,0,0,41,9,3.6666666666666665,yeah you met her when were go out
elaine,0,0,0,0,0,0,0,0,0,1,46,10,3.7,you have idea who talk about you
elaine,0,0,0,0,0,0,0,0,0,3,102,17,5.0588235294117645,blond hair rememb glass paus have you total block out the entir time were coupl
jerry,0,0,0,0,0,0,0,0,0,0,50,9,4.666666666666667,lightbulb goe hi head riversid drive
elaine,0,0,0,0,0,0,0,0,1,0,35,6,5.0,right fact never mind
elaine,0,0,0,0,0,0,0,0,0,0,159,29,4.517241379310344,well bunch peopl are get togeth tomorrow night some bar for her birthday but jerri turn disgust you dont want that
jerry,0,0,0,0,0,0,0,0,0,0,67,14,3.8571428571428568,wait second wait second could work out littl deal here
jerry,0,0,0,0,0,0,0,0,0,0,83,19,3.421052631578948,will that you with littl famili wed have saturday
elaine,0,0,0,0,0,0,0,0,0,2,33,7,3.8571428571428568,wed have you lost man
jerry,0,0,0,0,0,0,0,0,0,0,43,8,4.5,yknow parent are come for thi
elaine,0,0,0,0,0,0,0,0,0,1,46,9,4.222222222222221,hey did your father ever get that hair weav
jerry,0,0,0,0,0,0,0,0,0,0,40,8,4.125,still doin the big sweep across
jerry,0,0,0,0,0,0,0,0,0,1,57,12,3.8333333333333335,doesnt think anyon can tell cmon have deal
jerry,0,0,0,0,0,0,0,0,0,0,33,7,3.8571428571428568,there lot peopl mock
jerry,0,0,0,0,0,0,0,0,0,1,34,6,4.833333333333333,wa suppos bring someth
jerry,0,0,0,0,0,0,0,0,0,0,87,18,3.888888888888889,okay turn rest tabl sorri didnt know what bring nobodi told
jerry,0,0,0,0,0,0,0,0,0,1,41,7,5.0,think uhoh what have here
jerry,0,0,0,0,0,0,0,0,0,0,48,11,3.4545454545454546,cant have tendenc get chilli
jerry,0,0,0,0,0,0,0,0,1,0,110,17,5.529411764705882,plu wear short sleev dont want expos tattoo vanessa smile think she unbeliev
jerry,0,0,0,0,0,0,0,0,0,1,152,27,4.666666666666667,think what go here got her boyfriend she too good alon what the differ cant maneouv anyway with elain next
jerry,0,0,0,0,0,0,0,0,0,1,32,7,3.7142857142857135,friend friend and you
jerry,0,0,0,0,0,0,0,0,0,0,45,8,4.75,turn elain think not now
elaine,0,0,0,0,0,0,0,0,0,0,47,11,3.363636363636364,had thi dream last night and you were
jerry,0,0,0,0,0,0,0,0,0,1,108,21,4.190476190476192,realli tri turn away the hope elain get the hint think god got get out thi
elaine,0,0,0,0,0,0,0,0,0,0,36,7,4.285714285714286,you were you but you werent you
jerry,0,0,0,0,0,0,0,0,1,1,68,11,5.2727272727272725,kid think whi thi happen pleas make her stop
elaine,0,0,0,0,0,0,0,0,0,0,117,24,3.9166666666666665,think think were hous where grew and you were stand there you were look out the window
elaine,0,0,0,0,0,0,0,0,0,0,49,9,4.5555555555555545,you turn around and you had these wooden teeth
jerry,0,0,0,0,0,0,0,0,0,3,117,24,3.9166666666666665,how you like that tri turn away again think can turn now thi over cant cant stuck
elaine,0,0,0,0,0,0,0,0,0,2,79,13,5.153846153846153,notic jerri not want listen annoy jerri are you listen
jerry,0,0,0,0,0,0,0,0,1,0,90,15,5.066666666666666,think thank you pamela turn talk vanessa vanessa your lawyer
jerry,0,0,0,0,0,0,0,0,0,0,166,23,6.2608695652173925,think sagman bennet robbin oppenheim and taft sagman bennet robbin oppenheim and taft vanessa cours they handl tattoo remov lawsuit
jerry,0,0,0,0,0,0,0,0,0,0,34,6,4.833333333333333,imagin spell mom with two
jerry,0,0,0,0,0,0,0,0,0,0,109,14,6.857142857142858,think quickli sagman bennet robbin oppenheim and taft sagman bennet robbin oppenheim and taft
jerry,0,0,0,0,0,0,0,0,2,0,167,26,5.461538461538462,think cant believ got noth dont even know her name sagman bennet robbin oppenheim and taft sagman bennet robbin oppen sagman sag
elaine,0,0,0,0,0,0,0,0,0,0,55,11,4.090909090909091,yknow you could use littl work your manner
elaine,0,0,0,0,0,0,0,0,0,0,102,15,5.866666666666666,welwel just dont appreci these littl courtesi respons like sell you aluminum side
elaine,0,0,0,0,0,0,0,0,1,0,64,11,4.909090909090909,you couldnt wait get back your littl convers
jerry,0,0,0,0,0,0,0,0,0,0,58,12,3.9166666666666665,you were talk about the the the dream you had
jerry,0,0,0,0,0,0,0,0,0,0,32,6,4.5,where you had wooden teeth
elaine,0,0,0,0,0,0,0,0,5,0,87,17,4.176470588235294,you had wooden teeth you had wooden teeth didnt have wooden teeth you did
jerry,0,0,0,0,0,0,0,0,0,1,42,9,3.7777777777777777,all right had wooden teeth what
jerry,0,0,0,0,0,0,0,0,1,2,636,124,4.137096774193549,appar plato who came with the concept the platon relationship wa pretti excit about name after himself said yeah got thi new thing platon idea name callin after myself what out with the girl talk with them dont anyth and right home whatd you think think it go big bet you there were other guy histori that tri get relationship name after them but didnt work yknow bet you there were guy who tri just went name rico would you like bed immedi hey it ricon relationship
jerry,0,0,0,0,0,0,0,0,1,1,73,16,3.625,thi what like see you come home and your parent are your bed
jerry,0,0,0,0,0,0,0,0,0,1,60,12,4.083333333333333,what are you talkin about it fine love have you here
jerry,0,0,0,0,0,0,0,0,0,0,35,7,4.142857142857143,dont care sleep next door
jerry,0,0,0,0,0,0,0,0,0,1,81,16,4.125,dad lem ask you question how mani peopl work these big law offic
jerry,0,0,0,0,0,0,0,0,0,1,90,18,4.055555555555555,yeah but you call and describ someon you think they would know who wa
jerry,0,0,0,0,0,0,0,0,0,0,86,19,3.5789473684210527,met someon thi parti and know where she work but dont know her name
jerry,0,0,0,0,0,0,0,0,0,0,60,14,3.3571428571428568,nah the onli one could ask elain and cant ask her
jerry,0,0,0,0,0,0,0,0,0,0,51,7,6.428571428571429,becaus it complic there some tension there
jerry,0,0,0,0,0,0,0,0,0,0,52,11,3.8181818181818175,well it tough thing talk about dunno
jerry,0,0,0,0,0,0,0,0,0,0,26,6,3.5,you dont know what wa
jerry,0,0,0,0,0,0,0,0,0,0,37,8,3.75,well fight lot for some reason
jerry,0,0,0,0,0,0,0,0,0,0,59,10,5.0,and there wa littl problem with the physic chemistri
jerry,0,0,0,0,0,0,0,0,0,0,30,6,4.166666666666667,she she absolut
jerry,0,0,0,0,0,0,0,0,0,0,41,8,4.25,it not that wasnt all onesid
jerry,0,0,0,0,0,0,0,0,0,0,31,7,3.571428571428572,that got nothin with
jerry,0,0,0,0,0,0,0,0,0,1,64,12,4.416666666666667,what are you two talk about look elain just wasnt the one
jerry,0,0,0,0,0,0,0,0,0,0,94,17,4.588235294117646,cant shell get upset never talk about other women with her especi thi one tonight
jerry,0,0,0,0,0,0,0,0,0,1,41,9,3.6666666666666665,yknow what thi not that bad idea
george,0,0,0,0,0,0,0,0,0,1,36,7,4.285714285714286,what actress doe she remind you
jerry,0,0,0,0,0,0,0,0,0,1,121,19,5.421052631578949,what there someth wrong with loni anderson paus hey listen thank again for run over here appreci
george,0,0,0,0,0,0,0,0,0,1,98,18,4.5,yeah sure wa show condo street besid you think wan miss thi chuckl
jerry,0,0,0,0,0,0,0,0,0,1,63,15,3.2666666666666666,see her what say that do here the build
george,0,0,0,0,0,0,0,0,0,0,43,10,3.4,you came see work the build
jerry,0,0,0,0,0,0,0,0,0,0,39,7,4.714285714285714,dont see architectur comin from you
george,0,0,0,0,0,0,0,0,0,0,55,9,5.222222222222221,somewhat annoy suppos you could architect
jerry,0,0,0,0,0,0,0,0,0,0,58,11,4.363636363636363,never said that wa the architect just somethin els
george,0,0,0,0,0,0,0,0,0,0,67,14,3.8571428571428568,all right she not even gon ask see her which remot
jerry,0,0,0,0,0,0,0,0,0,1,59,12,4.0,well whaddaya want say that just wander here
george,0,0,0,0,0,0,0,0,0,0,58,11,4.363636363636363,were have lunch with friend work the build
george,0,0,0,0,0,0,0,0,0,0,44,6,6.5,bert har bin son bert harbinson
jerry,0,0,0,0,0,0,0,0,0,1,34,6,4.833333333333333,bert harbinson sound made
george,0,0,0,0,0,0,0,0,0,1,48,9,4.4444444444444455,good all right how about art cor
george,0,0,0,0,0,0,0,0,0,2,75,11,5.909090909090909,annoy he importerexport okay beat elain ever call you back
jerry,0,0,0,0,0,0,0,0,0,0,27,6,3.6666666666666665,guess she still mad
george,0,0,0,0,0,0,0,0,0,1,59,11,4.454545454545454,dont understand you never talk her about other women
jerry,0,0,0,0,0,0,0,0,0,0,73,13,4.6923076923076925,never the elev door open wait second that her the right
george,0,0,0,0,0,0,0,0,2,1,39,9,3.4444444444444446,anxiou forgot who who
jerry,0,0,0,0,0,0,0,0,0,0,47,8,5.0,your you were have lunch with art corvelay
george,0,0,0,0,0,0,0,0,2,0,37,9,3.2222222222222223,let the architect can
jerry,0,0,0,0,0,0,0,0,0,1,66,12,4.583333333333333,hey hey pamela birthday parti didnt see you there jerri
jerry,0,0,0,0,0,0,0,0,0,0,54,10,4.5,thi georg reach for her name sorri
jerry,0,0,0,0,0,0,0,0,0,0,48,7,6.0,sagman bennet robbin oppenheim and taft
jerry,0,0,0,0,0,0,0,0,0,0,75,15,4.066666666666666,were meet friend our for lunch work here the build
george,0,0,0,0,0,0,0,0,0,0,44,8,4.625,clear hi throat architect
jerry,0,0,0,0,0,0,0,0,0,0,57,12,3.8333333333333335,yknow sorri you had leav earli the other night
jerry,0,0,0,0,0,0,0,0,1,0,90,18,4.055555555555555,that guy wa your cousin walk front georg get the pictur leav
george,0,0,0,0,0,0,0,0,0,0,28,6,3.8333333333333335,ill just get paper
jerry,0,0,0,0,0,0,0,0,0,1,36,8,3.625,you date immatur men
jerry,0,0,0,0,0,0,0,0,0,1,34,6,4.833333333333333,annoy will you alreadi
