character_label,lomez,sacamano,devola,steinbrenner,newman,pitt,peterman,kruger,exclam_cnt,question_cnt,quote_len,num_words,avg_len_word,text_proc
jerry,0,0,0,0,0,0,0,0,1,0,113,21,4.428571428571429,insan dont even she stay she gon call unbeliev
george,0,0,0,0,0,0,0,0,0,1,91,21,3.3809523809523814,listen stuff done dont see dri
jerry,0,0,0,0,0,0,0,0,0,0,108,21,4.190476190476192,dont interrupt cycl machin work know let finish
jerry,0,0,0,0,0,0,0,0,0,1,249,47,4.319148936170213,cant overwet see someth wet wet thing death die your dead let say drop dead shoot your gon die your alreadi dead cant overdi cant overdri
george,0,0,0,0,0,0,0,0,0,1,45,7,5.571428571428571,laundri patron question
jerry,0,0,0,0,0,0,0,0,0,1,48,10,3.9,could tell stay
jerry,0,0,0,0,0,0,0,0,1,2,1151,210,4.485714285714286,laundri day excit day life cloth yknow think wash machin nightclub cloth dark there bubbl happen theyr kinda danc around shirt grab underwear cmon babe let come open lid theyll stiffen cloth sock amaz articl cloth hate live theyr shoe stinki feet bore drawer dryer chanc escap knew escap dryer plan hamper night tomorrow dryer goin wait dryer door swing open sock wait side wall hope dont see goe road get button sewn face join puppet show theyr show televis deterg get bloodstain violent imag anybodi bloodstain mean come got tshirt bloodstain mayb laundri isnt biggest problem got get harpoon chest first
jerry,0,0,0,0,0,0,0,0,0,0,157,29,4.448275862068964,answer quickli happen met game dont say anyth tape sorri wrong number
jerry,0,0,0,0,0,0,0,0,0,1,126,24,4.291666666666667,kessler phone peopl move ever seen big truck street problem
kramer,0,0,0,0,0,0,0,0,0,1,35,7,4.142857142857143,boy met blew tonight
jerry,0,0,0,0,0,0,0,0,2,1,153,29,4.310344827586206,upset ohhhh kessler tape tape game one oclock morn avoid human contact night watch
kramer,0,0,0,0,0,0,0,0,0,1,145,30,3.8666666666666663,sorri thought knew take two loav bread pocket hold jerri got meat
jerry,0,0,0,0,0,0,0,0,1,2,134,24,4.625,meat dont dont hunt kessler open refriger stick head well happen game anyway
kramer,0,0,0,0,0,0,0,0,1,1,77,11,6.090909090909091,refriger happen well stunk that happen
kramer,0,0,0,0,0,0,0,0,0,0,47,10,3.8,almost wound go game
jerry,0,0,0,0,0,0,0,0,1,0,93,18,4.222222222222221,cynic almost went game havent build ten year
kramer,0,0,0,0,0,0,0,0,0,2,413,82,4.048780487804878,jerri sit couch kessler walk sandwich look jerri use express ask jerri move newspap side couch could site kessler sit next start turn page magazin suddenli spot articl like tear jerri give look say mind done
kramer,0,0,0,0,0,0,0,0,0,0,29,6,4.0,your done let
jerry,0,0,0,0,0,0,0,0,0,0,38,6,5.5,tomorrow
kramer,0,0,0,0,0,0,0,0,0,0,53,11,3.9090909090909087,thought wasnt allow weekend
jerry,0,0,0,0,0,0,0,0,0,0,78,16,3.9375,okay girl comin misread whole thing
kramer,0,0,0,0,0,0,0,0,0,1,27,7,3.0,want talk
kramer,0,0,0,0,0,0,0,0,0,0,72,15,3.8666666666666663,persuas almost lawyer
kramer,0,0,0,0,0,0,0,0,0,0,36,8,3.625,give let talk
jerry,0,0,0,0,0,0,0,0,0,2,162,32,4.09375,phone believ alway hour great sure time plane get got friend georg take
jerry,0,0,0,0,0,0,0,0,1,0,350,67,4.2388059701492535,neighbour got jerri take pencil cereal box write tenfifteen dont silli ahead ask sure okay great troubl ill see tomorrow great bye hang phone kessler dont believ want stay
jerry,0,0,0,0,0,0,0,0,0,1,228,45,4.088888888888889,father move hed cigarett mouth whole way father have got end end got come first easi drop drop end got come
george,0,0,0,0,0,0,0,0,0,1,134,28,3.821428571428572,cant believ your bringin extra bed woman want sleep dont bring extra guy
jerry,0,0,0,0,0,0,0,0,0,0,65,11,5.0,look awkward situat dont wan presumptu
george,0,0,0,0,0,0,0,0,1,1,95,18,4.333333333333333,one time one time exact phrase request
jerry,0,0,0,0,0,0,0,0,0,0,59,11,4.454545454545454,said couldnt find decent hotel room
jerry,0,0,0,0,0,0,0,0,0,0,87,15,4.866666666666666,decent hotelroom would terribl inconveni stay place
george,0,0,0,0,0,0,0,0,2,2,190,34,4.617647058823528,cant seriou new york citi must eleven million decent hotel room whatta need flag wave handkerchief signal jerri signal
jerry,0,0,0,0,0,0,0,0,0,2,78,13,5.0769230769230775,cynic signal thank signal yesterday
george,0,0,0,0,0,0,0,0,0,0,39,8,4.0,think affect caffein
george,0,0,0,0,0,0,0,0,0,0,33,7,3.8571428571428568,good dog good dog
kramer,0,0,0,0,0,0,0,0,0,0,33,6,4.666666666666667,realli like georg
kramer,0,0,0,0,0,0,0,0,0,1,82,16,4.1875,he gettin drink water point mattress girl
kramer,0,0,0,0,0,0,0,0,0,1,28,6,3.8333333333333335,even give option
jerry,0,0,0,0,0,0,0,0,0,0,62,14,3.5,person score spring break
george,0,0,0,0,0,0,0,0,0,1,64,12,4.416666666666667,caus doublepark gon get ticket
jerry,0,0,0,0,0,0,0,0,0,0,66,13,4.153846153846153,okay wait second forgot clean bathroom
jerry,0,0,0,0,0,0,0,0,0,1,28,6,3.8333333333333335,could good
george,0,0,0,0,0,0,0,0,0,2,254,44,4.795454545454546,filth good whaddaya think rock star spong ammonia lyin around bathroom woman comin ive got tidi matter never instinct tell alway alway opposit
jerry,0,0,0,0,0,0,0,0,0,0,26,6,3.5,let wipe sink
kramer,0,0,0,0,0,0,0,0,0,1,32,7,3.7142857142857135,even give option
kramer,0,0,0,0,0,0,0,0,0,0,55,8,6.0,georg point mattress unbeliev
george,0,0,0,0,0,0,0,0,0,1,80,14,4.785714285714286,feel awkward bad comin along need someth
kramer,0,0,0,0,0,0,0,0,0,1,51,8,5.5,handl commerci real estat
george,0,0,0,0,0,0,0,0,0,0,35,7,4.142857142857143,well might get
kramer,0,0,0,0,0,0,0,0,1,0,45,9,4.111111111111111,slap georg arm keep post
george,0,0,0,0,0,0,0,0,1,0,81,16,4.125,awar jerri let open bathroom door let
jerry,0,0,0,0,0,0,0,0,0,6,1884,363,4.192837465564739,date world fun world pressur world world tension world pain woman come hous got get bathroom readi caus need thing women need equip dont need dont need women seem need lot cottonbal one alway one amaz thing cottonbal human be stori ive never one never bought one never need one ive never situat thought could use cottonbal certainli get mess women need dont need one two need thousand need bag theyr peat moss bag ever seen giant bag theyr huge two day later theyr theyr gone bag empti cottonbal ladi doin time ever see bottom littl wast basket there two three look theyv horribl experi tortur interrog dont happen went girl who left littl ziplockbaggi cottonbal hous dont took put kitchen floor littl tumblewe thought mayb cockroach would see figur dead town let move date world world pressur let face date job interview last night differ date job interview mani job interview chanc youll end nake end well bill boss think your man posit dont strip meet peopl youll workin
jerry,0,0,0,0,0,0,0,0,0,1,64,13,4.0,wouldnt great could ask woman she think
george,0,0,0,0,0,0,0,0,0,0,76,16,3.8125,world would could ask woman she thinkin
jerry,0,0,0,0,0,0,0,0,0,0,105,19,4.578947368421051,instead detect got pick clue whole thing murder investig
george,0,0,0,0,0,0,0,0,0,0,110,20,4.55,listen listen dont get work caus your gon whole stori minut step plane
george,0,0,0,0,0,0,0,0,0,0,30,6,4.166666666666667,caus greet
george,0,0,0,0,0,0,0,0,0,0,78,16,3.9375,put bag greet that good sign
george,0,0,0,0,0,0,0,0,0,0,51,11,3.727272727272727,anyth lip area good
george,0,0,0,0,0,0,0,0,0,0,31,6,4.333333333333333,hug definit good
jerry,0,0,0,0,0,0,0,0,0,1,103,19,4.473684210526316,although one hug shoulder touch hip eight feet apart
george,0,0,0,0,0,0,0,0,0,0,29,6,4.0,that brutal hate
george,0,0,0,0,0,0,0,0,0,0,36,8,3.625,that shake bad
jerry,0,0,0,0,0,0,0,0,0,2,117,25,3.72,shake bad twohand hand bottom hand top warm look eye
george,0,0,0,0,0,0,0,0,0,0,126,23,4.521739130434782,see well that open interpret much depend layer qualiti wet eye
jerry,0,0,0,0,0,0,0,0,0,0,37,7,4.428571428571429,laura cant believ your
jerry,0,0,0,0,0,0,0,0,0,1,85,14,5.142857142857143,asid georg interest greet notic georg
george,0,0,0,0,0,0,0,0,0,0,76,13,4.9230769230769225,ye surpris blindfold greet wasnt manual dont
jerry,0,0,0,0,0,0,0,0,0,1,25,6,3.333333333333333,think
jerry,0,0,0,0,0,0,0,0,0,2,237,44,4.409090909090909,kind motiv work road make home laura sit couch take shoe open button shirt get anyth uuhhh bread water saladdress
jerry,0,0,0,0,0,0,0,0,0,0,23,6,3.0,think
jerry,0,0,0,0,0,0,0,0,0,0,29,6,4.0,ahead
jerry,0,0,0,0,0,0,0,0,0,3,134,24,4.625,sure dont stay uhm schedul tomorrow doin anyth
jerry,0,0,0,0,0,0,0,0,0,2,34,7,4.0,realli would
jerry,0,0,0,0,0,0,0,0,0,0,114,19,5.052631578947368,unenthusiast could pour wine realli glad your
jerry,0,0,0,0,0,0,0,0,0,0,81,13,5.307692307692308,answer ye ye hold laura
jerry,0,0,0,0,0,0,0,0,4,9,1469,288,4.104166666666667,swear absolut idea women think dont get okay admit get signal get women theyr subtl littl everyth subtl men subtl obviou women men want men men want want want women that thing sure realli want women get dont bout dont next step idea see men honk carhorn yell construct site best idea weve far carhorn honk beauti seen men man car woman walk front car honk eeeehh eehhh eehhh man idea eeeeeeehhhh dont think like amaz thing still get women dont men mean men women see men women men get women mani peopl wonder let tell littl bit organ wherev women man work situat may best man okay lot area cover someon staff scene that think men get frustrat see women read articl meet men everywher honk horn serv better
jerry,0,0,0,0,0,0,0,0,0,0,182,37,3.9459459459459465,line supermarket two women front one total eight dollar three dollar cours choos pay use
jerry,0,0,0,0,0,0,0,0,0,2,867,176,3.9318181818181817,chequ fact woman front that write chequ wait long notic women fast chequ yknow caus write mani chequ key never find purs dont chequ book got never fumbl chequ book chequ book come holster jerri draw imaginari book holster make there there someth chequ man masculin dont exactli think man chequ note mother say dont money youll contact peopl sure theyll stick trust one time dont money wrote valu
elaine,0,0,0,0,0,0,0,0,0,0,59,12,4.0,coccoon return guess didnt
jerry,0,0,0,0,0,0,0,0,1,0,150,27,4.592592592592593,mayb came back chines food yknow maureen stapleton get crave she probabl screamin alien got mein
elaine,0,0,0,0,0,0,0,0,0,1,51,9,4.777777777777779,okay whatr seen everyth
jerry,0,0,0,0,0,0,0,0,0,1,43,8,4.5,dont believ youv seen
elaine,0,0,0,0,0,0,0,0,0,1,38,7,4.571428571428571,think parent think
jerry,0,0,0,0,0,0,0,0,0,1,98,19,4.2105263157894735,what son steven he public fornic ye he fine boy
elaine,0,0,0,0,0,0,0,0,0,1,67,12,4.666666666666667,yknow would realli funni gift pamela birthday
elaine,0,0,0,0,0,0,0,0,0,0,41,9,3.6666666666666665,met go
elaine,0,0,0,0,0,0,0,0,0,1,46,10,3.7,idea talk
elaine,0,0,0,0,0,0,0,0,0,3,102,17,5.0588235294117645,blond hair rememb glass paus total block entir time coupl
jerry,0,0,0,0,0,0,0,0,0,0,50,9,4.666666666666667,lightbulb goe head riversid drive
elaine,0,0,0,0,0,0,0,0,1,0,35,6,5.0,fact never mind
elaine,0,0,0,0,0,0,0,0,0,0,159,29,4.517241379310344,well bunch peopl get togeth tomorrow night bar birthday jerri turn disgust dont want
jerry,0,0,0,0,0,0,0,0,0,0,67,14,3.8571428571428568,wait second wait second could work littl deal
jerry,0,0,0,0,0,0,0,0,0,0,83,19,3.421052631578948,littl famili wed saturday
elaine,0,0,0,0,0,0,0,0,0,2,33,7,3.8571428571428568,wed lost man
jerry,0,0,0,0,0,0,0,0,0,0,43,8,4.5,yknow parent come
elaine,0,0,0,0,0,0,0,0,0,1,46,9,4.222222222222221,father ever get hair weav
jerry,0,0,0,0,0,0,0,0,0,0,40,8,4.125,still doin big sweep across
jerry,0,0,0,0,0,0,0,0,0,1,57,12,3.8333333333333335,doesnt think anyon tell cmon deal
jerry,0,0,0,0,0,0,0,0,0,0,33,7,3.8571428571428568,there lot peopl mock
jerry,0,0,0,0,0,0,0,0,0,1,34,6,4.833333333333333,suppos bring someth
jerry,0,0,0,0,0,0,0,0,0,0,87,18,3.888888888888889,okay turn rest tabl sorri didnt bring nobodi told
jerry,0,0,0,0,0,0,0,0,0,1,41,7,5.0,think uhoh
jerry,0,0,0,0,0,0,0,0,0,0,48,11,3.4545454545454546,cant tendenc get chilli
jerry,0,0,0,0,0,0,0,0,1,0,110,17,5.529411764705882,plu wear short sleev dont want expos tattoo vanessa smile think she unbeliev
jerry,0,0,0,0,0,0,0,0,0,1,152,27,4.666666666666667,think what go got boyfriend she good alon what differ cant maneouv anyway elain next
jerry,0,0,0,0,0,0,0,0,0,1,32,7,3.7142857142857135,friend friend
jerry,0,0,0,0,0,0,0,0,0,0,45,8,4.75,turn elain think
elaine,0,0,0,0,0,0,0,0,0,0,47,11,3.363636363636364,dream last night
jerry,0,0,0,0,0,0,0,0,0,1,108,21,4.190476190476192,realli tri turn away hope elain get hint think god got get
elaine,0,0,0,0,0,0,0,0,0,0,36,7,4.285714285714286,werent
jerry,0,0,0,0,0,0,0,0,1,1,68,11,5.2727272727272725,kid think happen pleas make stop
elaine,0,0,0,0,0,0,0,0,0,0,117,24,3.9166666666666665,think think hous grew stand look window
elaine,0,0,0,0,0,0,0,0,0,0,49,9,4.5555555555555545,turn around wooden teeth
jerry,0,0,0,0,0,0,0,0,0,3,117,24,3.9166666666666665,tri turn away think turn cant cant stuck
elaine,0,0,0,0,0,0,0,0,0,2,79,13,5.153846153846153,notic jerri want listen annoy jerri listen
jerry,0,0,0,0,0,0,0,0,1,0,90,15,5.066666666666666,think thank pamela turn talk vanessa vanessa your lawyer
jerry,0,0,0,0,0,0,0,0,0,0,166,23,6.2608695652173925,think sagman bennet robbin oppenheim taft sagman bennet robbin oppenheim taft vanessa cours handl tattoo remov lawsuit
jerry,0,0,0,0,0,0,0,0,0,0,34,6,4.833333333333333,imagin spell mom two
jerry,0,0,0,0,0,0,0,0,0,0,109,14,6.857142857142858,think quickli sagman bennet robbin oppenheim taft sagman bennet robbin oppenheim taft
jerry,0,0,0,0,0,0,0,0,2,0,167,26,5.461538461538462,think cant believ got noth dont even name sagman bennet robbin oppenheim taft sagman bennet robbin oppen sagman sag
elaine,0,0,0,0,0,0,0,0,0,0,55,11,4.090909090909091,yknow could use littl work manner
elaine,0,0,0,0,0,0,0,0,0,0,102,15,5.866666666666666,welwel dont appreci littl courtesi respons sell aluminum side
elaine,0,0,0,0,0,0,0,0,1,0,64,11,4.909090909090909,couldnt wait get back littl convers
jerry,0,0,0,0,0,0,0,0,0,0,58,12,3.9166666666666665,talk dream
jerry,0,0,0,0,0,0,0,0,0,0,32,6,4.5,wooden teeth
elaine,0,0,0,0,0,0,0,0,5,0,87,17,4.176470588235294,wooden teeth wooden teeth didnt wooden teeth
jerry,0,0,0,0,0,0,0,0,0,1,42,9,3.7777777777777777,wooden teeth
jerry,0,0,0,0,0,0,0,0,1,2,636,124,4.137096774193549,appar plato came concept platon relationship pretti excit name said got new thing platon idea name callin girl talk dont anyth home whatd think think go big bet guy histori tri get relationship name didnt work yknow bet guy tri went name rico would bed immedi ricon relationship
jerry,0,0,0,0,0,0,0,0,1,1,73,16,3.625,see come home parent bed
jerry,0,0,0,0,0,0,0,0,0,1,60,12,4.083333333333333,talkin fine love
jerry,0,0,0,0,0,0,0,0,0,0,35,7,4.142857142857143,dont care sleep next door
jerry,0,0,0,0,0,0,0,0,0,1,81,16,4.125,dad lem ask question mani peopl work big law offic
jerry,0,0,0,0,0,0,0,0,0,1,90,18,4.055555555555555,call describ someon think would
jerry,0,0,0,0,0,0,0,0,0,0,86,19,3.5789473684210527,met someon parti work dont name
jerry,0,0,0,0,0,0,0,0,0,0,60,14,3.3571428571428568,nah one could ask elain cant ask
jerry,0,0,0,0,0,0,0,0,0,0,51,7,6.428571428571429,complic there tension
jerry,0,0,0,0,0,0,0,0,0,0,52,11,3.8181818181818175,well tough thing talk dunno
jerry,0,0,0,0,0,0,0,0,0,0,26,6,3.5,dont
jerry,0,0,0,0,0,0,0,0,0,0,37,8,3.75,well fight lot reason
jerry,0,0,0,0,0,0,0,0,0,0,59,10,5.0,littl problem physic chemistri
jerry,0,0,0,0,0,0,0,0,0,0,30,6,4.166666666666667,absolut
jerry,0,0,0,0,0,0,0,0,0,0,41,8,4.25,wasnt onesid
jerry,0,0,0,0,0,0,0,0,0,0,31,7,3.571428571428572,that got nothin
jerry,0,0,0,0,0,0,0,0,0,1,64,12,4.416666666666667,two talk look elain wasnt one
jerry,0,0,0,0,0,0,0,0,0,0,94,17,4.588235294117646,cant shell get upset never talk women especi one tonight
jerry,0,0,0,0,0,0,0,0,0,1,41,9,3.6666666666666665,yknow bad idea
george,0,0,0,0,0,0,0,0,0,1,36,7,4.285714285714286,actress remind
jerry,0,0,0,0,0,0,0,0,0,1,121,19,5.421052631578949,there someth wrong loni anderson paus listen thank run appreci
george,0,0,0,0,0,0,0,0,0,1,98,18,4.5,sure show condo street besid think wan miss chuckl
jerry,0,0,0,0,0,0,0,0,0,1,63,15,3.2666666666666666,see say build
george,0,0,0,0,0,0,0,0,0,0,43,10,3.4,came see work build
jerry,0,0,0,0,0,0,0,0,0,0,39,7,4.714285714285714,dont see architectur comin
george,0,0,0,0,0,0,0,0,0,0,55,9,5.222222222222221,somewhat annoy suppos could architect
jerry,0,0,0,0,0,0,0,0,0,0,58,11,4.363636363636363,never said architect somethin els
george,0,0,0,0,0,0,0,0,0,0,67,14,3.8571428571428568,she even gon ask see remot
jerry,0,0,0,0,0,0,0,0,0,1,59,12,4.0,well whaddaya want say wander
george,0,0,0,0,0,0,0,0,0,0,58,11,4.363636363636363,lunch friend work build
george,0,0,0,0,0,0,0,0,0,0,44,6,6.5,bert har bin son bert harbinson
jerry,0,0,0,0,0,0,0,0,0,1,34,6,4.833333333333333,bert harbinson sound made
george,0,0,0,0,0,0,0,0,0,1,48,9,4.4444444444444455,good art cor
george,0,0,0,0,0,0,0,0,0,2,75,11,5.909090909090909,annoy he importerexport okay beat elain ever call back
jerry,0,0,0,0,0,0,0,0,0,0,27,6,3.6666666666666665,guess she still mad
george,0,0,0,0,0,0,0,0,0,1,59,11,4.454545454545454,dont understand never talk women
jerry,0,0,0,0,0,0,0,0,0,0,73,13,4.6923076923076925,never elev door open wait second that
george,0,0,0,0,0,0,0,0,2,1,39,9,3.4444444444444446,anxiou forgot
jerry,0,0,0,0,0,0,0,0,0,0,47,8,5.0,your lunch art corvelay
george,0,0,0,0,0,0,0,0,2,0,37,9,3.2222222222222223,let architect
jerry,0,0,0,0,0,0,0,0,0,1,66,12,4.583333333333333,pamela birthday parti didnt see jerri
jerry,0,0,0,0,0,0,0,0,0,0,54,10,4.5,georg reach name sorri
jerry,0,0,0,0,0,0,0,0,0,0,48,7,6.0,sagman bennet robbin oppenheim taft
jerry,0,0,0,0,0,0,0,0,0,0,75,15,4.066666666666666,meet friend lunch work build
george,0,0,0,0,0,0,0,0,0,0,44,8,4.625,clear throat architect
jerry,0,0,0,0,0,0,0,0,0,0,57,12,3.8333333333333335,yknow sorri leav earli night
jerry,0,0,0,0,0,0,0,0,1,0,90,18,4.055555555555555,guy cousin walk front georg get pictur leav
george,0,0,0,0,0,0,0,0,0,0,28,6,3.8333333333333335,ill get paper
jerry,0,0,0,0,0,0,0,0,0,1,36,8,3.625,date immatur men
jerry,0,0,0,0,0,0,0,0,0,1,34,6,4.833333333333333,annoy alreadi
jerry,0,0,0,0,0,0,0,0,1,0,37,7,4.428571428571429,cant look play
kramer,0,0,0,0,0,0,0,0,1,1,37,6,5.333333333333333,morti jerri salad dress
jerry,0,0,0,0,0,0,0,0,2,0,76,14,4.5,cant look word dictionari morti dad she cheat
jerry,0,0,0,0,0,0,0,0,0,1,136,24,4.708333333333333,well put someth your take twenti minut uncl mac arti theyr come wed
jerry,0,0,0,0,0,0,0,0,1,0,35,8,3.5,know jackass
jerry,0,0,0,0,0,0,0,0,0,0,61,10,5.2,know whole stupid thing vanessa elev
jerry,0,0,0,0,0,0,0,0,0,0,71,10,6.2,vanessa probabl told pamela pamela probabl told elain
jerry,0,0,0,0,0,0,0,0,1,1,61,14,3.4285714285714284,ye ye helen els say phone
jerry,0,0,0,0,0,0,0,0,0,2,60,13,3.692307692307693,tone voic sound
jerry,0,0,0,0,0,0,0,0,0,1,61,12,4.166666666666667,quon afraid go challeng
kramer,0,0,0,0,0,0,0,0,0,0,73,14,4.285714285714286,dont challeng that word that definit word
jerry,0,0,0,0,0,0,0,0,0,0,40,9,3.555555555555556,good sorri get
kramer,0,0,0,0,0,0,0,0,1,0,78,14,4.642857142857143,nah need medic dictionari patient get difficult quon
jerry,0,0,0,0,0,0,0,0,0,0,38,8,3.875,must quit time
jerry,0,0,0,0,0,0,0,0,0,0,42,8,4.375,sorri wait someon
jerry,0,0,0,0,0,0,0,0,0,0,34,6,4.833333333333333,uncl mac mention
jerry,0,0,0,0,0,0,0,0,0,1,41,8,4.25,could excus one second sorri
jerry,0,0,0,0,0,0,0,0,0,1,56,9,5.333333333333333,introduc jerri seinfeld
elaine,0,0,0,0,0,0,0,0,0,1,32,7,3.7142857142857135,elain bene
jerry,0,0,0,0,0,0,0,0,0,1,79,20,3.0,want want wait get car
elaine,0,0,0,0,0,0,0,0,0,0,22,6,2.833333333333333,let
jerry,0,0,0,0,0,0,0,0,0,0,60,10,5.1,whole elev busi let explain
jerry,0,0,0,0,0,0,0,0,0,0,25,6,3.333333333333333,gon take car
jerry,0,0,0,0,0,0,0,0,0,0,105,22,3.8181818181818175,anyway didnt ask mean felt uncomfort annoy cab
elaine,0,0,0,0,0,0,0,0,0,0,82,15,4.533333333333333,well jerri never saw flirt anyon quit spectacl
elaine,0,0,0,0,0,0,0,0,0,0,25,6,3.333333333333333,bye good see
jerry,0,0,0,0,0,0,0,0,0,0,54,10,4.5,sorri elain cousin arti levin
jerry,0,0,0,0,0,0,0,0,0,0,178,31,4.774193548387096,sarcast levin jerri cougar mellencamp anyway admit fairli ridicul thing mean mean obvious littl problem
jerry,0,0,0,0,0,0,0,0,0,0,78,16,3.9375,mean gon friend got abl talk peopl
jerry,0,0,0,0,0,0,0,0,0,2,30,6,4.166666666666667,great get great
elaine,0,0,0,0,0,0,0,0,0,0,45,7,5.571428571428571,great talk peopl
elaine,0,0,0,0,0,0,0,0,0,1,29,7,3.2857142857142856,big deal
jerry,0,0,0,0,0,0,0,0,0,1,67,13,4.230769230769232,doesnt matter what young man name would meet
jerry,0,0,0,0,0,0,0,0,0,2,78,16,3.9375,well artisan craftsman labour sort
jerry,0,0,0,0,0,0,0,0,0,0,55,8,6.0,high financ bull bear peopl conneticut
elaine,0,0,0,0,0,0,0,0,0,0,40,8,4.125,happen pretti good lookin
jerry,0,0,0,0,0,0,0,0,1,1,51,11,3.727272727272727,that fair meet guy
